symbol,symbolName,lastPrice,priceChange,percentChange,openPrice,highPrice,lowPrice,volume,tradeTime,symbolCode,hasOptions,symbolType,raw
"LAUR","Laureate Education Inc","13.64","+0.55","+4.20%","13.26","13.66","13.20","1,279,800","11/03/23","STK","Yes","1","[object Object]"
"LAW","CS Disco Inc","6.02","+0.09","+1.52%","6.06","6.17","6.00","203,600","11/03/23","STK","Yes","1","[object Object]"
"LAZR","Luminar Technologies Inc","3.69","+0.26","+7.58%","3.57","3.98","3.57","7,379,900","11/03/23","STK","Yes","1","[object Object]"
"LAZY","Lazydays Holdings Inc","6.31","-0.15","-2.32%","5.88","6.33","5.88","374,600","11/03/23","STK","Yes","1","[object Object]"
"LBAI","Lakeland Bancorp Inc","12.73","+0.54","+4.43%","12.24","12.74","12.23","263,200","11/03/23","STK","Yes","1","[object Object]"
"LBC","Luther Burbank Corp","8.81","+0.14","+1.61%","8.92","9.05","8.81","44,900","11/03/23","STK","Yes","1","[object Object]"
"LBPH","Longboard Pharmaceuticals Inc","5.52","+0.13","+2.41%","5.50","5.64","5.18","71,500","11/03/23","STK","No","1","[object Object]"
"LBRT","Liberty Energy Inc","20.23","-0.01","-0.05%","20.30","20.77","20.19","2,447,900","11/03/23","STK","Yes","1","[object Object]"
"LC","Lendingclub Corp","5.95","+0.39","+7.01%","5.95","6.10","5.87","1,939,500","11/03/23","STK","Yes","1","[object Object]"
"LCII","Lci Industries","117.61","+4.34","+3.83%","116.00","117.97","115.07","230,000","11/03/23","STK","Yes","1","[object Object]"
"LCNB","Lcnb Corp","14.90","+0.66","+4.63%","14.15","15.02","14.15","16,800","11/03/23","STK","Yes","1","[object Object]"
"LCTX","Lineage Cell Therapeutics Inc","1.1700","+0.0400","+3.54%","1.1200","1.2000","1.1200","409,800","11/03/23","STK","Yes","1","[object Object]"
"LE","Lands' End Inc","6.69","+0.05","+0.75%","6.89","7.19","6.52","183,000","11/03/23","STK","Yes","1","[object Object]"
"LEGH","Legacy Housing Corp","19.51","+0.84","+4.50%","19.18","19.75","19.06","30,500","11/03/23","STK","Yes","1","[object Object]"
"LESL","Leslie's Inc","5.12","-0.01","-0.19%","5.30","5.47","5.12","2,575,200","11/03/23","STK","Yes","1","[object Object]"
"LEU","Centrus Energy Corp","54.89","+0.32","+0.59%","54.85","55.70","54.05","98,000","11/03/23","STK","Yes","1","[object Object]"
"LFST","Lifestance Health Group Inc","6.11","+0.17","+2.86%","6.00","6.18","5.98","1,001,700","11/03/23","STK","Yes","1","[object Object]"
"LGF.A","Lions Gate Entertainment Corp Cl A","9.19","+0.66","+7.74%","8.90","9.20","8.78","1,344,300","11/03/23","STK","Yes","1","[object Object]"
"LGF.B","Lions Gate Entertainment Corp Cl B","8.73","+0.60","+7.38%","8.39","8.75","8.33","1,161,200","11/03/23","STK","Yes","1","[object Object]"
"LGIH","LGI Homes Inc","111.13","+4.53","+4.25%","109.56","114.77","109.56","282,900","11/03/23","STK","Yes","1","[object Object]"
"LGND","Ligand Pharm","53.99","+2.18","+4.21%","52.81","55.36","52.81","101,900","11/03/23","STK","Yes","1","[object Object]"
"LICY","Li-Cycle Holdings Corp","1.7400","+0.1300","+8.07%","1.6500","1.7650","1.6100","3,021,200","11/03/23","STK","Yes","1","[object Object]"
"LILA","Liberty Latin America Cl A","6.86","+0.12","+1.78%","6.90","7.04","6.75","532,800","11/03/23","STK","Yes","1","[object Object]"
"LILAK","Liberty Latin America Cl C","6.89","+0.13","+1.92%","6.90","7.07","6.77","942,200","11/03/23","STK","Yes","1","[object Object]"
"LINC","Lincoln Educational","8.73","-0.02","-0.23%","8.76","8.96","8.56","73,200","11/03/23","STK","Yes","1","[object Object]"
"LIND","Lindblad Expd Holdings","6.65","+0.65","+10.83%","6.04","7.13","6.04","862,500","11/03/23","STK","Yes","1","[object Object]"
"LIVN","Livanova Plc OR Sh","49.96","+1.29","+2.65%","49.47","51.00","48.78","469,900","11/03/23","STK","Yes","1","[object Object]"
"LKFN","Lakeland Finl Corp","53.29","+1.93","+3.76%","52.13","54.00","52.13","179,400","11/03/23","STK","Yes","1","[object Object]"
"LLAP","Terran Orbital Corp","0.9510","+0.0619","+6.96%","0.9038","0.9700","0.8949","4,200,400","11/03/23","STK","Yes","1","[object Object]"
"LMAT","Lemaitre Vascular","48.49","+1.84","+3.94%","47.33","49.29","47.33","129,200","11/03/23","STK","Yes","1","[object Object]"
"LMB","Limbach Holdings Inc","30.17","-0.40","-1.31%","31.50","31.51","29.85","130,700","11/03/23","STK","Yes","1","[object Object]"
"LMND","Lemonade Inc","17.32","+1.15","+7.11%","16.25","18.23","16.25","6,222,300","11/03/23","STK","Yes","1","[object Object]"
"LMNR","Limoneira Company","14.27","-0.12","-0.83%","14.60","14.83","14.23","122,700","11/03/23","STK","Yes","1","[object Object]"
"LNN","Lindsay Corp","128.17","+1.17","+0.92%","129.16","131.04","128.16","91,300","11/03/23","STK","Yes","1","[object Object]"
"LNTH","Lantheus Holdings","64.32","+2.16","+3.47%","63.29","65.54","62.41","1,344,400","11/03/23","STK","Yes","1","[object Object]"
"LNW","Light & Wonder Inc","78.42","+3.40","+4.53%","76.48","78.99","75.86","686,000","11/03/23","STK","Yes","1","[object Object]"
"LNZA","Lanzatech Global Inc","3.97","+0.14","+3.66%","3.90","4.00","3.82","174,200","11/03/23","STK","Yes","1","[object Object]"
"LOB","Live Oak Bancsh","31.83","+1.27","+4.16%","31.50","32.38","31.50","163,800","11/03/23","STK","Yes","1","[object Object]"
"LOCO","El Pollo Loco","8.78","+0.07","+0.80%","8.66","8.84","8.15","718,100","11/03/23","STK","Yes","1","[object Object]"
"LOVE","The Lovesac Company","17.56","-0.19","-1.07%","17.77","19.98","17.44","786,500","11/03/23","STK","Yes","1","[object Object]"
"LPG","Dorian Lpg Ltd","38.07","-0.72","-1.86%","37.63","38.24","35.76","1,545,800","11/03/23","STK","Yes","1","[object Object]"
"LPRO","Open Lending Corp Cl A","6.35","+0.11","+1.76%","6.38","6.56","6.33","564,900","11/03/23","STK","Yes","1","[object Object]"
"LPSN","Liveperson Inc","2.99","+0.24","+8.73%","2.80","3.05","2.80","1,608,400","11/03/23","STK","Yes","1","[object Object]"
"LPTV","Loop Media Inc","0.4210","+0.0600","+16.62%","0.3570","0.4400","0.3500","229,400","11/03/23","STK","No","1","[object Object]"
"LQDA","Liquidia Corp","6.65","+0.19","+2.94%","6.53","6.73","6.47","269,900","11/03/23","STK","Yes","1","[object Object]"
"LQDT","Liquidity Services","19.39","+0.13","+0.67%","19.50","19.72","19.30","83,900","11/03/23","STK","Yes","1","[object Object]"
"LRMR","Larimar Therapeutics Inc","3.19","+0.31","+10.94%","2.94","3.22","2.91","112,300","11/03/23","STK","Yes","1","[object Object]"
"LRN","Stride Inc","55.87","+0.83","+1.51%","55.06","56.55","54.79","1,174,600","11/03/23","STK","Yes","1","[object Object]"
"LSEA","Landsea Homes Corp","8.30","+0.38","+4.80%","8.21","8.41","8.11","177,800","11/03/23","STK","Yes","1","[object Object]"
"LTC","Ltc Properties","32.26","+0.01","+0.03%","32.68","32.86","32.20","264,200","11/03/23","STK","Yes","1","[object Object]"
"LTH","Life Time Group Holdings Inc","12.82","+0.42","+3.39%","12.76","13.04","12.45","758,200","11/03/23","STK","Yes","1","[object Object]"
"LTHM","Livent Corp","14.97","+0.28","+1.91%","15.12","15.53","14.89","4,715,600","11/03/23","STK","Yes","1","[object Object]"
"LUMN","Lumen Technologies Inc","1.1200","+0.0600","+5.66%","1.0400","1.1700","1.0300","26,719,000","11/03/23","STK","Yes","1","[object Object]"
"LUNA","Luna Innovations Inc","6.28","+0.44","+7.53%","5.93","6.31","5.89","191,200","11/03/23","STK","Yes","1","[object Object]"
"LUNG","Pulmonx Corp","9.92","+0.55","+5.87%","9.49","10.10","9.49","212,700","11/03/23","STK","Yes","1","[object Object]"
"LVOX","Livevox Hldgs Inc","3.62","+0.01","+0.28%","3.63","3.63","3.61","300,300","11/03/23","STK","Yes","1","[object Object]"
"LVWR","Livewire Group Inc","9.66","-0.38","-3.78%","10.10","10.10","9.50","83,900","11/03/23","STK","Yes","1","[object Object]"
"LWLG","Lightwave Logic Inc","4.84","+0.31","+6.84%","4.65","4.89","4.65","555,000","11/03/23","STK","Yes","1","[object Object]"
"LXFR","Luxfer Holdings Plc","8.62","+0.12","+1.41%","8.69","8.85","8.55","349,700","11/03/23","STK","Yes","1","[object Object]"
"LXP","Lxp Industrial Trust","8.44","+0.29","+3.56%","8.34","8.52","8.28","2,725,900","11/03/23","STK","Yes","1","[object Object]"
"LXRX","Lexicon Pharmaceutcl","1.4800","+0.0800","+5.71%","1.3800","1.5000","1.3800","3,181,800","11/03/23","STK","Yes","1","[object Object]"
"LXU","Lsb Industries Inc","9.13","+0.15","+1.67%","9.33","9.80","8.88","1,057,500","11/03/23","STK","Yes","1","[object Object]"
"LYEL","Lyell Immunopharma Inc","2.14","+0.14","+7.00%","2.03","2.16","1.99","1,170,000","11/03/23","STK","Yes","1","[object Object]"
"LYTS","L S I Industries","13.33","+0.68","+5.38%","12.73","13.47","12.57","850,500","11/03/23","STK","Yes","1","[object Object]"
"LZ","Legalzoom.com Inc","10.56","+0.30","+2.92%","10.48","10.77","10.29","902,500","11/03/23","STK","Yes","1","[object Object]"
"LZB","La-Z-Boy Inc","30.84","+1.25","+4.22%","30.32","30.98","30.32","359,600","11/03/23","STK","Yes","1","[object Object]"
"MAC","Macerich Company","11.22","+0.78","+7.47%","10.80","11.28","10.74","1,819,000","11/03/23","STK","Yes","1","[object Object]"
"MACK","Merrimack Pharmaceuticals Inc","12.50","+0.14","+1.13%","12.40","12.50","12.40","34,800","11/03/23","STK","Yes","1","[object Object]"
"MARA","Marathon Digital Hldgs Inc","9.41","-0.45","-4.56%","9.62","9.96","9.29","43,816,500","11/03/23","STK","Yes","1","[object Object]"
"MASS","908 Devices Inc","6.58","+0.28","+4.44%","6.35","6.93","6.35","258,300","11/03/23","STK","Yes","1","[object Object]"
"MATV","Mativ Holdings Inc","14.00","+0.85","+6.46%","13.37","14.20","13.37","383,400","11/03/23","STK","Yes","1","[object Object]"
"MATW","Matthews Intl Corp","36.23","+0.28","+0.78%","36.59","36.80","35.85","212,000","11/03/23","STK","Yes","1","[object Object]"
"MATX","Matson Inc","88.65","-0.74","-0.83%","91.01","91.01","88.40","189,900","11/03/23","STK","Yes","1","[object Object]"
"MAX","Mediaalpha Inc Cl A","9.77","-0.04","-0.41%","9.84","10.15","9.25","268,900","11/03/23","STK","Yes","1","[object Object]"
"MAXN","Maxeon Solar Tech Ltd","6.29","+0.09","+1.45%","6.52","6.74","6.27","1,605,400","11/03/23","STK","Yes","1","[object Object]"
"MBC","Masterbrand Inc","11.78","+0.24","+2.08%","11.88","12.02","11.74","1,119,000","11/03/23","STK","Yes","1","[object Object]"
"MBCN","Middlefield Banc","27.36","+0.95","+3.60%","26.94","27.40","26.37","25,200","11/03/23","STK","No","1","[object Object]"
"MBI","MBIA Inc","6.61","-0.64","-8.83%","6.93","7.12","6.14","1,122,300","11/03/23","STK","Yes","1","[object Object]"
"MBIN","Merchants Bancorp","31.20","-0.28","-0.89%","31.50","32.04","31.12","349,100","11/03/23","STK","Yes","1","[object Object]"
"MBUU","Malibu Boats Inc","46.65","+2.55","+5.78%","45.04","46.77","44.96","265,500","11/03/23","STK","Yes","1","[object Object]"
"MBWM","Mercantile Bank Corp","34.69","+1.04","+3.09%","34.44","35.08","34.36","38,800","11/03/23","STK","Yes","1","[object Object]"
"MC","Moelis","43.36","-0.41","-0.94%","44.00","44.28","40.68","1,918,600","11/03/23","STK","Yes","1","[object Object]"
"MCB","Metropolitan Bank Holding Corp","37.34","+2.13","+6.05%","35.96","37.80","35.90","106,500","11/03/23","STK","Yes","1","[object Object]"
"MCBC","Macatawa Bank Corp","9.68","+0.39","+4.20%","9.47","9.71","9.47","54,700","11/03/23","STK","Yes","1","[object Object]"
"MCBS","Metrocity Bankshares Inc","21.32","+0.40","+1.91%","21.31","21.61","21.13","30,400","11/03/23","STK","Yes","1","[object Object]"
"MCFT","Mastercraft Boat Holdings Inc","22.22","+1.06","+5.01%","21.54","22.27","21.54","117,100","11/03/23","STK","Yes","1","[object Object]"
"MCRB","Seres Therapeutics Inc","1.3000","+0.3676","+39.43%","0.9800","1.5500","0.9700","31,022,201","11/03/23","STK","Yes","1","[object Object]"
"MCRI","Monarch Casino","62.59","+1.62","+2.66%","61.49","62.85","61.37","62,700","11/03/23","STK","Yes","1","[object Object]"
"MCS","Marcus Corp","15.57","+0.27","+1.76%","15.56","15.71","15.38","376,100","11/03/23","STK","Yes","1","[object Object]"
"MCY","Mercury General Corp","36.44","-0.57","-1.54%","37.62","37.65","35.97","341,700","11/03/23","STK","Yes","1","[object Object]"
"MD","Pediatrix Medical Group Inc","9.90","+0.01","+0.10%","10.05","10.05","9.66","813,000","11/03/23","STK","Yes","1","[object Object]"
"MDC","M.D.C. Holdings","42.99","+1.92","+4.67%","42.24","43.47","42.05","646,800","11/03/23","STK","Yes","1","[object Object]"
"MDGL","Madrigal Pharmaceuticals Inc","146.89","+9.49","+6.91%","140.62","150.88","139.40","472,500","11/03/23","STK","Yes","1","[object Object]"
"MDRX","Veradigm Inc","13.54","+0.47","+3.60%","13.31","13.61","13.30","831,700","11/03/23","STK","Yes","1","[object Object]"
"MDXG","Mimedx Group Inc","6.82","+0.33","+5.08%","6.51","6.95","6.51","904,500","11/03/23","STK","Yes","1","[object Object]"
"ME","23Andme Holding Co.","0.9318","+0.0444","+5.00%","0.8800","0.9583","0.8750","7,695,800","11/03/23","STK","Yes","1","[object Object]"
"MEC","Mayville Engineering Company","12.13","+0.17","+1.42%","12.16","12.45","11.88","63,100","11/03/23","STK","Yes","1","[object Object]"
"MED","Medifast Inc","69.92","+1.03","+1.50%","70.58","71.61","69.67","186,900","11/03/23","STK","Yes","1","[object Object]"
"MEG","Montrose Environmental Group Inc","25.39","+1.07","+4.40%","25.15","25.64","25.00","115,100","11/03/23","STK","Yes","1","[object Object]"
"MEI","Methode Electronics","24.10","+0.60","+2.55%","24.08","24.39","23.99","323,800","11/03/23","STK","Yes","1","[object Object]"
"METCB","Ramaco Resources Inc Cl B","12.80","-0.15","-1.16%","12.70","13.25","12.70","15,600","11/03/23","STK","No","1","[object Object]"
"MFA","MFA Financial Inc","9.89","+0.14","+1.44%","9.87","10.08","9.87","1,426,800","11/03/23","STK","Yes","1","[object Object]"
"MG","Mistras Group Inc","5.94","+0.62","+11.65%","5.75","6.07","5.62","55,800","11/03/23","STK","Yes","1","[object Object]"
"MGEE","Mge Energy Inc","74.39","+0.06","+0.08%","75.15","76.37","74.22","96,900","11/03/23","STK","Yes","1","[object Object]"
"MGNI","Magnite Inc","7.40","+0.35","+4.96%","7.25","7.51","7.22","1,328,200","11/03/23","STK","Yes","1","[object Object]"
"MGNX","Macrogenics","5.31","+0.20","+3.91%","5.18","5.34","5.18","491,900","11/03/23","STK","Yes","1","[object Object]"
"MGPI","MGP Ingredients Inc","96.14","-1.20","-1.23%","98.59","98.69","94.50","119,200","11/03/23","STK","Yes","1","[object Object]"
"MGRC","Mcgrath Rentcorp","101.98","+1.17","+1.16%","102.00","103.32","101.82","121,700","11/03/23","STK","Yes","1","[object Object]"
"MGTX","Meiragtx Holdings Plc","5.30","+0.30","+6.00%","5.00","5.45","5.00","303,600","11/03/23","STK","Yes","1","[object Object]"
"MGY","Magnolia Oil & Gas Corp","22.85","-0.21","-0.91%","23.33","23.34","22.33","3,009,700","11/03/23","STK","Yes","1","[object Object]"
"MHLD","Maiden Holdings Ltd","1.7200","+0.0200","+1.18%","1.6700","1.7500","1.6300","105,400","11/03/23","STK","Yes","1","[object Object]"
"MHO","M/I Homes","94.80","+3.28","+3.58%","94.36","97.44","94.26","442,000","11/03/23","STK","Yes","1","[object Object]"
"MIR","Mirion Technologies Inc","8.19","+0.47","+6.09%","7.97","8.27","7.91","1,612,700","11/03/23","STK","Yes","1","[object Object]"
"MIRM","Mirum Pharmaceuticals Inc","30.00","+1.61","+5.67%","29.90","30.92","29.00","1,561,300","11/03/23","STK","Yes","1","[object Object]"
"MITK","Mitek Systems Inc","10.73","+0.09","+0.85%","10.83","10.87","10.64","393,200","11/03/23","STK","Yes","1","[object Object]"
"MKTW","Marketwise Inc","2.38","+0.24","+11.21%","2.18","2.44","2.18","174,000","11/03/23","STK","Yes","1","[object Object]"
"MLAB","Mesa Labs Inc","93.22","+2.88","+3.19%","92.61","95.40","91.35","48,800","11/03/23","STK","No","1","[object Object]"
"MLI","Mueller Industries","39.67","+0.36","+0.92%","40.00","40.57","39.66","592,900","11/03/23","STK","Yes","1","[object Object]"
"MLKN","Millerknoll Inc","24.90","+0.57","+2.34%","24.90","25.20","24.60","487,600","11/03/23","STK","Yes","1","[object Object]"
"MLNK","Meridianlink Inc","17.66","+0.89","+5.31%","17.03","17.74","16.91","203,900","11/03/23","STK","Yes","1","[object Object]"
"MLP","Maui Land & Pineapple Company","14.80","+0.14","+0.95%","14.90","14.90","14.73","11,400","11/03/23","STK","No","1","[object Object]"
"MLR","Miller Industries","37.20","+1.00","+2.76%","36.79","37.28","36.79","22,300","11/03/23","STK","Yes","1","[object Object]"
"MLYS","Mineralys Therapeutics Inc","8.31","+0.51","+6.54%","8.03","8.92","7.97","408,600","11/03/23","STK","Yes","1","[object Object]"
"MMI","Marcus & Millichap","31.75","+2.08","+7.01%","30.42","32.63","30.11","198,500","11/03/23","STK","Yes","1","[object Object]"
"MMS","Maximus Inc","77.13","+1.36","+1.79%","77.25","77.45","76.20","167,300","11/03/23","STK","Yes","1","[object Object]"
"MMSI","Merit Medical Sys","71.85","+1.22","+1.73%","71.81","72.28","70.98","311,100","11/03/23","STK","Yes","1","[object Object]"
"MNKD","Mannkind Corp","3.96","-0.02","-0.50%","4.04","4.09","3.95","2,587,100","11/03/23","STK","Yes","1","[object Object]"
"MNRO","Monro Muffler Brak","26.84","+0.87","+3.35%","26.49","27.13","26.36","432,600","11/03/23","STK","Yes","1","[object Object]"
"MNSB","Mainstreet Bank","20.82","+1.01","+5.10%","19.86","20.82","19.76","30,400","11/03/23","STK","No","1","[object Object]"
"MNTK","Montauk Renewables Inc","10.78","+0.23","+2.18%","10.76","10.95","10.55","195,900","11/03/23","STK","Yes","1","[object Object]"
"MOD","Modine Manufacturing Company","42.15","+1.79","+4.44%","42.26","43.36","41.22","1,088,100","11/03/23","STK","Yes","1","[object Object]"
"MODG","Topgolf Callaway Brands Corp","13.02","+0.31","+2.44%","13.11","13.27","12.85","2,855,800","11/03/23","STK","Yes","1","[object Object]"
"MODN","Model N Inc","25.11","+0.46","+1.87%","24.95","25.37","24.85","227,000","11/03/23","STK","Yes","1","[object Object]"
"MODV","Modivcare Inc","47.64","+4.73","+11.02%","44.72","50.21","44.68","410,700","11/03/23","STK","Yes","1","[object Object]"
"MOFG","Midwestone Fnl Gp","21.13","+0.44","+2.13%","21.25","21.75","20.69","29,200","11/03/23","STK","Yes","1","[object Object]"
"MOG.A","Moog Inc Cl A","132.64","+13.87","+11.68%","126.47","135.91","124.46","297,800","11/03/23","STK","Yes","1","[object Object]"
"MOND","Mondee Holdings Cl A","3.59","+0.18","+5.28%","3.52","3.68","3.49","370,000","11/03/23","STK","No","1","[object Object]"
"MORF","Morphic Holding Inc","22.57","+1.71","+8.20%","21.10","22.90","20.96","795,800","11/03/23","STK","Yes","1","[object Object]"
"MOV","Movado Group Inc","29.24","+1.02","+3.61%","28.75","29.41","28.50","101,900","11/03/23","STK","Yes","1","[object Object]"
"MPB","Mid Penn Bancorp Inc","20.29","+0.80","+4.10%","19.98","20.29","19.63","41,300","11/03/23","STK","Yes","1","[object Object]"
"MPLN","Multiplan Corp","1.6500","unch","unch","1.7000","1.7100","1.6500","1,024,700","11/03/23","STK","Yes","1","[object Object]"
"MPX","Marine Products Corp","10.19","+0.35","+3.56%","9.96","10.65","9.96","70,800","11/03/23","STK","Yes","1","[object Object]"
"MQ","Marqeta Inc Cl A","5.31","-0.15","-2.75%","5.61","5.80","5.25","10,998,600","11/03/23","STK","Yes","1","[object Object]"
"MRC","Mrc Global Inc","11.32","+0.44","+4.04%","11.14","11.44","10.99","819,400","11/03/23","STK","Yes","1","[object Object]"
"MRNS","Marinus Pharma CS","6.98","+0.68","+10.79%","6.37","7.04","6.32","513,100","11/03/23","STK","Yes","1","[object Object]"
"MRSN","Mersana Therapeutics Inc","1.4200","+0.1400","+10.94%","1.2600","1.4650","1.2500","2,410,400","11/03/23","STK","Yes","1","[object Object]"
"MRTN","Marten Transport L","18.36","+0.63","+3.55%","18.02","18.36","17.96","239,600","11/03/23","STK","Yes","1","[object Object]"
"MSBI","Midland Sts BNC","23.14","+0.57","+2.53%","23.08","23.31","22.95","75,300","11/03/23","STK","Yes","1","[object Object]"
"MSEX","Middlesex Water Company","68.04","+2.38","+3.62%","66.90","68.87","66.71","61,800","11/03/23","STK","Yes","1","[object Object]"
"MSGE","Madison Square Garden Entmt Corp","31.47","+0.32","+1.03%","31.87","32.00","30.98","589,000","11/03/23","STK","Yes","1","[object Object]"
"MSTR","Microstrategy Cl A","453.95","+0.32","+0.07%","444.98","464.19","441.40","945,300","11/03/23","STK","Yes","1","[object Object]"
"MTDR","Matador Resources Company","62.46","-0.76","-1.20%","63.36","63.62","61.25","1,202,100","11/03/23","STK","Yes","1","[object Object]"
"MTH","Meritage Corp","133.42","+6.28","+4.94%","130.49","134.78","130.49","395,800","11/03/23","STK","Yes","1","[object Object]"
"MTRN","Materion Corp","111.30","+5.17","+4.87%","108.99","111.59","108.10","180,700","11/03/23","STK","Yes","1","[object Object]"
"MTSI","Macom Technology S","75.04","+2.29","+3.15%","73.53","75.61","73.23","589,000","11/03/23","STK","Yes","1","[object Object]"
"MTTR","Matterport Inc","2.20","+0.16","+7.84%","2.09","2.24","2.06","3,066,700","11/03/23","STK","Yes","1","[object Object]"
"MTW","Manitowoc Company","13.56","unch","unch","14.05","14.28","13.47","393,300","11/03/23","STK","Yes","1","[object Object]"
"MTX","Minerals Technologies Inc","59.25","+2.41","+4.24%","58.15","60.05","57.98","209,100","11/03/23","STK","Yes","1","[object Object]"
"MUR","Murphy Oil Corp","45.92","-0.22","-0.48%","46.08","46.55","45.19","2,144,700","11/03/23","STK","Yes","1","[object Object]"
"MVBF","Mvb Financial Corp","20.75","+0.05","+0.24%","21.26","21.40","20.51","42,900","11/03/23","STK","Yes","1","[object Object]"
"MVIS","Microvision","2.25","+0.20","+9.76%","2.10","2.31","2.10","3,060,600","11/03/23","STK","Yes","1","[object Object]"
"MVST","Microvast Hldgs Inc","1.4200","+0.0200","+1.43%","1.4300","1.5400","1.3800","2,830,800","11/03/23","STK","Yes","1","[object Object]"
"MWA","Mueller Water Products","13.02","+0.42","+3.33%","13.01","13.10","12.84","1,820,200","11/03/23","STK","Yes","1","[object Object]"
"MXCT","Maxcyte Inc","3.42","-0.01","-0.29%","3.50","3.61","3.41","1,122,700","11/03/23","STK","Yes","1","[object Object]"
"MXL","Maxlinear Inc","17.04","+1.37","+8.74%","16.00","17.15","15.94","1,432,000","11/03/23","STK","Yes","1","[object Object]"
"MYE","Myers Industries","17.97","+0.57","+3.28%","17.64","18.12","17.64","128,500","11/03/23","STK","Yes","1","[object Object]"
"MYFW","First Western Financial Inc","14.88","+1.32","+9.73%","13.86","15.50","13.51","40,900","11/03/23","STK","No","1","[object Object]"
"MYGN","Myriad Genetics Inc","17.02","+1.04","+6.51%","16.42","17.24","16.20","852,400","11/03/23","STK","Yes","1","[object Object]"
"MYPS","Playstudios Inc","2.62","-0.28","-9.66%","2.78","2.85","2.60","349,700","11/03/23","STK","Yes","1","[object Object]"
"MYRG","MYR Group Inc","117.02","-1.91","-1.61%","121.06","122.00","116.10","127,700","11/03/23","STK","Yes","1","[object Object]"
"NABL","N-Able Inc","13.45","+0.19","+1.43%","13.39","13.54","13.23","322,900","11/03/23","STK","Yes","1","[object Object]"
"NAPA","The Duckhorn Portfolio Inc","10.80","+0.24","+2.27%","10.77","10.86","10.67","733,000","11/03/23","STK","Yes","1","[object Object]"
"NARI","Inari Medical Inc","48.30","-2.69","-5.28%","51.08","53.36","47.81","2,664,100","11/03/23","STK","Yes","1","[object Object]"
"NAT","Nordic American Tanker Shipping Ltd","4.67","+0.03","+0.65%","4.63","4.71","4.53","4,086,800","11/03/23","STK","Yes","1","[object Object]"
"NATH","Nathan's Famous IN","65.90","+1.37","+2.12%","64.60","66.48","64.60","11,900","11/03/23","STK","No","1","[object Object]"
"NATR","Nature S Sunshine","17.96","+0.06","+0.34%","18.04","18.16","17.77","103,700","11/03/23","STK","Yes","1","[object Object]"
"NAUT","Nautilus Biotechnology Inc","2.87","+0.18","+6.69%","2.72","2.95","2.70","115,800","11/03/23","STK","Yes","1","[object Object]"
"NAVI","Navient Cp","17.04","+0.45","+2.71%","16.96","17.28","16.96","964,300","11/03/23","STK","Yes","1","[object Object]"
"NBHC","National Bank Holdings Corp","32.28","+0.55","+1.73%","32.40","32.89","31.79","204,000","11/03/23","STK","Yes","1","[object Object]"
"NBN","Northeast Bncp","50.88","+1.79","+3.65%","49.80","51.93","49.80","33,500","11/03/23","STK","No","1","[object Object]"
"NBR","Nabors Industries","100.83","+1.88","+1.90%","100.37","102.73","100.00","219,600","11/03/23","STK","Yes","1","[object Object]"
"NBTB","NBT Bancorp Inc","35.91","+0.92","+2.63%","35.77","36.50","35.77","153,000","11/03/23","STK","Yes","1","[object Object]"
"NC","Nacco Industries","34.62","+0.22","+0.64%","34.82","35.20","34.49","12,400","11/03/23","STK","No","1","[object Object]"
"NDLS","Noodles & Company","2.22","+0.15","+7.25%","2.11","2.22","2.11","268,500","11/03/23","STK","Yes","1","[object Object]"
"NE","Noble Corp Plc","50.25","-0.94","-1.84%","51.03","51.65","49.87","1,180,300","11/03/23","STK","Yes","1","[object Object]"
"NECB","Northeast Community Bancorp","15.96","+0.19","+1.20%","15.94","16.09","15.87","105,500","11/03/23","STK","Yes","1","[object Object]"
"NEO","Neogenomics Inc","15.27","+0.85","+5.89%","14.96","15.47","14.70","986,200","11/03/23","STK","Yes","1","[object Object]"
"NEOG","Neogen Cp","15.82","+0.38","+2.46%","15.80","16.18","15.63","1,576,200","11/03/23","STK","Yes","1","[object Object]"
"NETI","Eneti Inc","9.91","-0.11","-1.10%","10.20","10.34","9.83","170,200","11/03/23","STK","Yes","1","[object Object]"
"NEWT","Newtekone Inc","15.64","+0.71","+4.76%","15.05","15.75","15.05","138,200","11/03/23","STK","Yes","1","[object Object]"
"NEXT","Nextdecade Corp","4.46","+0.11","+2.53%","4.38","4.52","4.24","1,117,800","11/03/23","STK","Yes","1","[object Object]"
"NFBK","Northfield Bncrp Del","9.48","+0.36","+3.95%","9.35","9.57","9.19","146,700","11/03/23","STK","Yes","1","[object Object]"
"NG","Novagold Resources Inc","3.83","+0.26","+7.28%","3.60","3.86","3.59","1,354,400","11/03/23","STK","Yes","1","[object Object]"
"NGM","Ngm Biopharmaceuticals Inc","0.8400","+0.0404","+5.05%","0.7900","0.8700","0.7800","389,000","11/03/23","STK","Yes","1","[object Object]"
"NGVC","Natural Grocers By Vitamin Cottage Inc","13.15","+0.11","+0.84%","13.23","13.23","13.04","18,300","11/03/23","STK","Yes","1","[object Object]"
"NGVT","Ingevity Corp","42.81","+0.52","+1.23%","43.17","44.11","42.51","330,600","11/03/23","STK","Yes","1","[object Object]"
"NHC","National Healthcare Corp","70.92","+3.00","+4.42%","69.01","71.30","68.30","53,800","11/03/23","STK","Yes","1","[object Object]"
"NHI","National Health Investors","51.44","+0.04","+0.08%","52.28","52.68","51.00","177,900","11/03/23","STK","Yes","1","[object Object]"
